type,value,timestamp
shuffle_end,75,2025-01-26 23:59:33
map_start,446,2025-01-26 23:59:34
shuffle_end,52,2025-01-26 23:59:35
load_std,27,2025-01-26 23:59:39
shuffle_end,36,2025-01-26 23:59:40
shuffle_start,37,2025-01-26 23:59:43
map_end,696,2025-01-26 23:59:45
reducer_start,649,2025-01-26 23:59:48
reducer_start,53,2025-01-26 23:59:53
map_start,752,2025-01-26 23:59:57
reducer_start,106,2025-01-27 00:00:00
load_std,22,2025-01-27 00:00:01
reducer_start,778,2025-01-27 00:00:02
load_std,45,2025-01-27 00:00:05
map_end,353,2025-01-27 00:00:08
map_end,86,2025-01-27 00:00:09
map_end,20,2025-01-27 00:00:11
reducer_start,889,2025-01-27 00:00:13
load_std,22,2025-01-27 00:00:16
reducer_end,988,2025-01-27 00:00:20
reducer_end,336,2025-01-27 00:00:21
load_std,83,2025-01-27 00:00:23
reducer_start,280,2025-01-27 00:00:27
map_end,477,2025-01-27 00:00:32
map_start,960,2025-01-27 00:00:34
load_std,10,2025-01-27 00:00:38
shuffle_end,99,2025-01-27 00:00:41
shuffle_end,18,2025-01-27 00:00:46
reducer_start,697,2025-01-27 00:00:49
shuffle_start,43,2025-01-27 00:00:52
reducer_start,772,2025-01-27 00:00:54
reducer_start,562,2025-01-27 00:00:56
map_end,1000,2025-01-27 00:01:00
shuffle_end,28,2025-01-27 00:01:02
load_std,53,2025-01-27 00:01:07
shuffle_end,75,2025-01-27 00:01:11
shuffle_start,72,2025-01-27 00:01:14
reducer_end,333,2025-01-27 00:01:16
reducer_start,365,2025-01-27 00:01:21
map_end,969,2025-01-27 00:01:23
shuffle_start,75,2025-01-27 00:01:24
map_end,42,2025-01-27 00:01:27
map_start,605,2025-01-27 00:01:32
shuffle_end,66,2025-01-27 00:01:33
load_std,28,2025-01-27 00:01:34
shuffle_end,42,2025-01-27 00:01:37
map_start,93,2025-01-27 00:01:38
map_end,776,2025-01-27 00:01:39
map_end,847,2025-01-27 00:01:41
shuffle_end,43,2025-01-27 00:01:42
map_end,67,2025-01-27 00:01:46
reducer_end,945,2025-01-27 00:01:50
reducer_start,213,2025-01-27 00:01:54
shuffle_start,36,2025-01-27 00:01:56
shuffle_end,47,2025-01-27 00:01:59
shuffle_end,1,2025-01-27 00:02:04
map_end,307,2025-01-27 00:02:07
map_end,452,2025-01-27 00:02:09
shuffle_start,97,2025-01-27 00:02:12
load_std,52,2025-01-27 00:02:15
load_std,55,2025-01-27 00:02:18
reducer_end,327,2025-01-27 00:02:23
map_start,57,2025-01-27 00:02:27
load_std,91,2025-01-27 00:02:29
shuffle_end,74,2025-01-27 00:02:33
shuffle_end,16,2025-01-27 00:02:35
shuffle_end,16,2025-01-27 00:02:40
load_std,91,2025-01-27 00:02:45
shuffle_end,87,2025-01-27 00:02:46
shuffle_end,27,2025-01-27 00:02:49
